urn:cts:perslit:abusaeed.abyat-aa:10	abusaeed		abyat-aa	"
تکه ۱۰"		در شب تاریک برداری نقاب از روی خویش%مرد نابینا ببیند بازیابد راه را||طاقت پنجاه روزم نیست تا بینم ترا%دلبرا شاها ازین پنجه بیفگن آه را||پنج و پنجاهم نباید هم کنون خواهم ترا%اعجمی‌ام می‌ندانم من بن و بنگاه را
urn:cts:perslit:abusaeed.abyat-aa:11	abusaeed		abyat-aa	"
تکه ۱۱"		هر کسی محراب کردست آفتاب و سنگ و چوب%من کنون محراب کردم آن نگارین روی را
urn:cts:perslit:abusaeed.abyat-aa:12	abusaeed		abyat-aa	"
تکه ۱۲"		با عاشقان نشین و همه عاشقی گزین%با هر که نیست عاشق کم کن قرینیا||باشد گه وصال ببینند روی دوست%تو نیز در میانهٔ ایشان ببینیا
urn:cts:perslit:abusaeed.abyat-aa:13	abusaeed		abyat-aa	"
تکه ۱۳"		آتش نمرود هرگز پور آذر را نسوخت%پور آذر پیش ازین آتش چو خاکستر شده‌است||تا بدین آتش نسوزی تو یقین صافی نه‌ای%خواه گو دیوانه خوانی خواه گویی بیهده‌است||ای دریغا جان قدسی کز همه پوشیده‌است%بس که دیدست روی او یا نام او بشنیده‌است||هر که بیند در زمان آن حسن او کافر شود%ای دریغا کین شریعت کفر ما ببریده‌است||کون و کان بر هم زن و از خود برون شو یک رهی%کین چنین جان را خدا از دو جهان بگزیده‌است
urn:cts:perslit:abusaeed.abyat-aa:14	abusaeed		abyat-aa	"
تکه ۱۴"		امروز بهر حالی بغداد بخاراست%کجا میر خراسانست پیروزی آنجاست
urn:cts:perslit:abusaeed.abyat-aa:15	abusaeed		abyat-aa	"
تکه ۱۵"		ساقی تو بده باده و مطرب تو بزن رود%تا می‌خورم امروز که وقت طرب ماست
urn:cts:perslit:abusaeed.abyat-aa:16	abusaeed		abyat-aa	"
تکه ۱۶"		می هست و درم هست و بت لاله رخان هست%غم نیست و گر هست نصیب دل اعداست
urn:cts:perslit:abusaeed.abyat-aa:17	abusaeed		abyat-aa	"
تکه ۱۷"		هر آن دلی که ترا، سیدی بدان نظرست%خطر گرفت اگرچه حقیر و بی‌خطرست
urn:cts:perslit:abusaeed.abyat-aa:18	abusaeed		abyat-aa	"
تکه ۱۸"		اگرچه خرد یکی شاخک گیاه بود%که تو بدو نگری زادسرو غاتفرست
urn:cts:perslit:abusaeed.abyat-aa:19	abusaeed		abyat-aa	"
تکه ۱۹"		هر آن دلی که نهفتست زیر هفت زمین%که تو بدو نگری همتش ز عرش برست
